epoch,train_loss,train_mse,train_rmse,val_loss,val_mse,val_rmse
1,302.20158216688367,302.20158216688367,17.37197111747947,278.3001,278.3001,16.6760
2,247.3638458251953,247.3638458251953,15.714223332352427,211.2037,211.2037,14.5293
3,191.50531599256726,191.50531599256726,13.822934694719848,210.5255,210.5255,14.5009
4,159.9426129659017,159.9426129659017,12.641355952869716,154.2668,154.2668,12.4157
5,149.77959696451822,149.77959696451822,12.225905614000261,156.1352,156.1352,12.4868
6,146.33902401394315,146.33902401394315,12.089946761049328,151.0102,151.0102,12.2825
7,137.5153980255127,137.5153980255127,11.721246029968444,138.8703,138.8703,11.7787
8,134.3312079111735,134.3312079111735,11.585643758067542,142.6033,142.6033,11.9350
9,134.80396715799967,134.80396715799967,11.602384632026197,143.9107,143.9107,11.9875
10,130.2151756286621,130.2151756286621,11.40642376958309,148.3128,148.3128,12.1703
11,127.54602644178603,127.54602644178603,11.290870412152323,135.3858,135.3858,11.6316
12,130.19048945109049,130.19048945109049,11.404606257558301,146.8171,146.8171,12.1132
13,126.74227481418185,126.74227481418185,11.254041121312405,149.0901,149.0901,12.2063
14,127.20692825317383,127.20692825317383,11.273689540130261,126.2310,126.2310,11.2290
15,124.95998658074274,124.95998658074274,11.173470426548118,149.2269,149.2269,12.2048
16,125.73064719306097,125.73064719306097,11.206690109081215,146.4709,146.4709,12.0905
17,126.40442170037164,126.40442170037164,11.236932025350669,143.2364,143.2364,11.9656
18,127.42659420437283,127.42659420437283,11.28185363763277,139.4939,139.4939,11.8080
19,126.69696108500163,126.69696108500163,11.250155198324437,129.8951,129.8951,11.3939
20,122.83432494269476,122.83432494269476,11.078093173808073,128.3920,128.3920,11.3265
21,121.97373284233942,121.97373284233942,11.036833520618192,124.6617,124.6617,11.1590
22,123.62429089016385,123.62429089016385,11.11354494050526,124.5553,124.5553,11.1537
23,123.1739296383328,123.1739296383328,11.091023899169993,129.8573,129.8573,11.3910
24,122.98032061258952,122.98032061258952,11.085334624557468,123.4635,123.4635,11.1071
25,121.39499876234267,121.39499876234267,11.013580475176528,127.6998,127.6998,11.2938
26,121.74035432603624,121.74035432603624,11.030065590588999,125.6834,125.6834,11.2072
27,119.94706217447917,119.94706217447917,10.949264800557662,120.6604,120.6604,10.9800
28,120.57192548116048,120.57192548116048,10.973951584927818,135.6052,135.6052,11.6384
29,120.94202783372667,120.94202783372667,10.991280391387344,121.2839,121.2839,11.0084
30,118.61074511210124,118.61074511210124,10.885645770057222,135.9434,135.9434,11.6534
31,120.17886119418674,120.17886119418674,10.959038800425605,120.4261,120.4261,10.9678
32,119.56054666307237,119.56054666307237,10.92821324831066,140.2422,140.2422,11.8342
33,119.22961658901639,119.22961658901639,10.91408893908438,124.6169,124.6169,11.1591
34,119.09361542595758,119.09361542595758,10.907361155631767,122.5546,122.5546,11.0665
35,120.42549705505371,120.42549705505371,10.968177898859457,124.4834,124.4834,11.1525
36,118.56952730814616,118.56952730814616,10.885970497506703,122.1016,122.1016,11.0464
37,117.91694026523166,117.91694026523166,10.854508620886657,119.9020,119.9020,10.9440
38,120.95804320441351,120.95804320441351,10.99395577588796,134.1890,134.1890,11.5762
39,118.87711546156142,118.87711546156142,10.89797636821559,153.0977,153.0977,12.3703
40,120.25313398573134,120.25313398573134,10.959263660614091,118.6693,118.6693,10.8878
41,118.1791640387641,118.1791640387641,10.864121065578448,125.0075,125.0075,11.1734
42,117.76906628078885,117.76906628078885,10.846729150832282,118.8359,118.8359,10.8959
43,117.40090391370985,117.40090391370985,10.829760398045075,124.6285,124.6285,11.1567
44,117.69943555196126,117.69943555196126,10.842254187588466,124.4778,124.4778,11.1541
45,117.39439519246419,117.39439519246419,10.82852365872357,121.8146,121.8146,11.0297
46,117.93430476718478,117.93430476718478,10.85622902102832,121.0203,121.0203,10.9959
47,117.34329626295302,117.34329626295302,10.826860409504123,127.7752,127.7752,11.2961
48,117.0585274166531,117.0585274166531,10.81371344113358,131.4142,131.4142,11.4569
49,116.84697532653809,116.84697532653809,10.806907516553709,121.1656,121.1656,11.0042
50,118.48432392544217,118.48432392544217,10.882106568724229,117.7569,117.7569,10.8471
51,115.24966197543674,115.24966197543674,10.731351946780087,117.2723,117.2723,10.8222
52,116.94092157151964,116.94092157151964,10.81117695229923,117.2224,117.2224,10.8203
53,116.11077329847548,116.11077329847548,10.771877247209519,123.8511,123.8511,11.1258
54,116.64044210645888,116.64044210645888,10.795937297414179,125.4621,125.4621,11.1961
55,116.22350862291124,116.22350862291124,10.77519977390153,117.2278,117.2278,10.8212
56,115.63143391079373,115.63143391079373,10.74789320941484,127.6443,127.6443,11.2937
57,115.75908067491319,115.75908067491319,10.754565878833661,122.1727,122.1727,11.0503
58,116.8802367316352,116.8802367316352,10.806662585028512,119.6731,119.6731,10.9310
59,118.06958728366428,118.06958728366428,10.859699582459905,118.5717,118.5717,10.8848
60,115.92046652899847,115.92046652899847,10.761771284168594,122.9937,122.9937,11.0836
61,114.84270307752821,114.84270307752821,10.712609747422436,133.3313,133.3313,11.5415
62,116.48116302490234,116.48116302490234,10.788190994838748,119.7941,119.7941,10.9412
63,116.15464528401692,116.15464528401692,10.773384800434428,114.9876,114.9876,10.7177
64,114.95885615878635,114.95885615878635,10.718894113965682,115.5711,115.5711,10.7459
65,115.04650497436523,115.04650497436523,10.719993097888834,115.5703,115.5703,10.7461
66,115.94849734836154,115.94849734836154,10.761950086414222,116.3837,116.3837,10.7822
67,115.99812359280057,115.99812359280057,10.76659156865082,113.8485,113.8485,10.6639
68,115.44702190823025,115.44702190823025,10.74004828000633,121.0033,121.0033,10.9961
69,115.62912623087566,115.62912623087566,10.748755831602205,118.8079,118.8079,10.8965
70,115.51495827568903,115.51495827568903,10.742081320205777,116.3326,116.3326,10.7793
71,116.80701065063477,116.80701065063477,10.802247385197406,115.6265,115.6265,10.7483
72,115.22707981533475,115.22707981533475,10.730414399776995,115.6629,115.6629,10.7502
73,115.4690767923991,115.4690767923991,10.740722314798866,116.1931,116.1931,10.7734
74,116.2417475382487,116.2417475382487,10.77509010001671,123.8168,123.8168,11.1233
75,115.64199426439073,115.64199426439073,10.749143700738685,121.0659,121.0659,10.9989
76,115.36914740668402,115.36914740668402,10.736299379657021,118.4008,118.4008,10.8738
77,114.20192909240723,114.20192909240723,10.682841624050292,125.4803,125.4803,11.1915
78,115.40129152933757,115.40129152933757,10.738450553074816,123.0448,123.0448,11.0845
79,115.65608681572809,115.65608681572809,10.748743560506808,137.0763,137.0763,11.6986
80,115.10255283779568,115.10255283779568,10.724065418271893,116.2490,116.2490,10.7778
81,114.82127825419109,114.82127825419109,10.709802827382259,120.0075,120.0075,10.9463
82,115.28006002638075,115.28006002638075,10.731166164358347,115.3793,115.3793,10.7373
83,113.6737920973036,113.6737920973036,10.657848408800023,113.4503,113.4503,10.6454
84,114.88379753960504,114.88379753960504,10.715247258856095,116.9500,116.9500,10.8083
85,114.57135836283366,114.57135836283366,10.69786711856465,120.6341,120.6341,10.9773
86,115.08751254611545,115.08751254611545,10.720363294565477,121.1124,121.1124,11.0022
87,114.75333171420627,114.75333171420627,10.70898988244594,114.5302,114.5302,10.6972
88,115.00492880079481,115.00492880079481,10.71991298793526,120.5368,120.5368,10.9745
89,114.71297899881999,114.71297899881999,10.706306621500328,119.2806,119.2806,10.9174
90,113.56316015455458,113.56316015455458,10.649511199356095,113.9206,113.9206,10.6684
91,114.28076998392741,114.28076998392741,10.686284517283214,116.2906,116.2906,10.7786
92,113.05629348754883,113.05629348754883,10.624681801339738,120.7505,120.7505,10.9790
93,113.03528679741754,113.03528679741754,10.627025773142385,114.7008,114.7008,10.7046
94,114.25446213616266,114.25446213616266,10.684239126302176,114.4162,114.4162,10.6912
95,114.37528292338054,114.37528292338054,10.689737096874847,123.9853,123.9853,11.1267
96,115.87243164910211,115.87243164910211,10.760228818453697,115.6249,115.6249,10.7492
97,114.58830388387044,114.58830388387044,10.700915682646489,117.0586,117.0586,10.8144
98,113.33743243747287,113.33743243747287,10.643096182317617,115.8488,115.8488,10.7579
99,113.63800324334039,113.63800324334039,10.654461195780849,120.3481,120.3481,10.9680
100,112.32787937588162,112.32787937588162,10.59414750963252,115.3496,115.3496,10.7359
101,115.95382838779025,115.95382838779025,10.761174953365385,120.5858,120.5858,10.9771
102,114.72221374511719,114.72221374511719,10.704792572259713,114.7305,114.7305,10.7059
103,113.69663980272081,113.69663980272081,10.656055428786765,115.0573,115.0573,10.7220
104,112.46955256991916,112.46955256991916,10.599907985118682,117.8536,117.8536,10.8481
105,113.62598609924316,113.62598609924316,10.653845293239385,116.3607,116.3607,10.7833
106,112.39259762234158,112.39259762234158,10.597487526960988,119.0490,119.0490,10.9040
107,112.95605786641438,112.95605786641438,10.623123167969787,118.9180,118.9180,10.9010
108,113.64696015252008,113.64696015252008,10.655881020029025,116.9120,116.9120,10.8086
109,113.47500250074599,113.47500250074599,10.647024936016436,112.1884,112.1884,10.5871
110,113.43388154771593,113.43388154771593,10.646736500512285,111.4084,111.4084,10.5491
111,113.03359010484483,113.03359010484483,10.626712311980345,137.0601,137.0601,11.7030
112,113.2706962161594,113.2706962161594,10.636496861995248,115.7097,115.7097,10.7535
113,112.2339276207818,112.2339276207818,10.588700522722117,112.8608,112.8608,10.6183
114,111.87588140699599,111.87588140699599,10.572321496737867,115.8812,115.8812,10.7572
115,113.30784840053983,113.30784840053983,10.641003276462165,118.3575,118.3575,10.8759
